year,trip_id,boat_type,engine_hp,trip_days,month,port_name,departure_lat,departure_lon,fishing_lat,fishing_lon,distance_km,wind_kph,wave_m,safety,diesel_liters,petrol_liters,kerosene_liters,fuel_cost_LKR,crew_cost_LKR,ice_cost_LKR,gear_loss_cost_LKR,total_cost_LKR,gross_revenue_LKR,tax_amount_LKR,net_revenue_LKR,gross_profit_LKR,net_profit_margin,trip_date,fuel_date_used,diesel_price_LKR,petrol_price_LKR,kerosene_price_LKR,catch_Yellowfin_Tuna_kg,revenue_Yellowfin_Tuna_LKR,catch_Skipjack_kg,revenue_Skipjack_LKR,catch_Marlin_kg,revenue_Marlin_LKR,catch_Seer_kg,revenue_Seer_LKR,catch_Other_kg,revenue_Other_LKR,fuel_cost_share,crew_cost_share,profitability
2025,842,OFRP,38,2,10,Kankesanthurai,9.6615,80.0104,9.8,79.9762,48.3,11.4,1.06,safe,0.0,0.0,37.3,6715.0,16000,3000.0,0.0,30921.0,173653.0,17365.0,156288.0,125367.0,0.802,2025-10-22,2025-10,277.0,299.0,180.0,18.41,31297.0,30.68,36816.0,6.14,8596.0,30.68,67496.0,36.81,29448.0,0.2171663270916206,0.5174476892726626,high_profit
2025,708,IDAY,97,2,10,Colombo,6.9271,79.8612,7.1855,80.1237,57.8,14.2,0.96,safe,298.8,0.0,0.0,82767.0,48000,11250.0,0.0,152154.0,1422462.0,142246.0,1280216.0,1128061.0,0.881,2025-10-11,2025-10,277.0,299.0,180.0,288.34,490178.0,336.39,403668.0,96.11,134554.0,144.17,317174.0,96.11,76888.0,0.5439686107496352,0.3154698529121811,high_profit
2025,1839,OFRP,29,2,5,Kalpitiya,8.556,79.8,8.732,79.6131,39.9,18.6,1.08,safe,0.0,0.0,43.5,7751.0,16000,3000.0,0.0,31956.0,325559.0,32556.0,293003.0,261047.0,0.891,2025-05-08,2025-05,274.0,293.0,178.0,34.51,58667.0,57.52,69024.0,11.5,16100.0,57.52,126544.0,69.03,55224.0,0.24255225935661534,0.5006884466140944,high_profit
2025,372,OFRP,15,1,12,Negombo,7.209,79.835,7.0134,79.9748,37.4,12.9,0.5,safe,0.0,0.0,21.6,3893.0,12000,3000.0,0.0,21496.0,244862.0,24486.0,220376.0,198880.0,0.902,2025-12-19,2025-12,277.0,294.0,180.0,25.96,44132.0,43.26,51912.0,8.65,12110.0,43.26,95172.0,51.92,41536.0,0.18110346110904355,0.5582433941198363,high_profit
2025,1070,OFRP,38,1,11,Colombo,6.9271,79.8612,6.8122,79.8294,41.7,14.9,1.22,safe,0.0,0.0,26.0,4678.0,8000,3000.0,0.0,18281.0,244795.0,24480.0,220316.0,202035.0,0.917,2025-11-09,2025-11,277.0,294.0,180.0,25.95,44115.0,43.25,51900.0,8.65,12110.0,43.25,95150.0,51.9,41520.0,0.2558940976970625,0.43761282205568625,high_profit
2025,106,OFRP,36,2,12,Kankesanthurai,9.6615,80.0104,9.775,80.0799,22.3,10.4,1.16,safe,0.0,0.0,28.7,5170.0,24000,3000.0,0.0,37376.0,150657.0,15066.0,135591.0,98216.0,0.724,2025-12-16,2025-12,277.0,294.0,180.0,15.97,27149.0,26.62,31944.0,5.32,7448.0,26.62,58564.0,31.94,25552.0,0.1383240582191781,0.6421232876712328,high_profit
2025,1714,OFRP,26,2,5,Colombo,6.9271,79.8612,6.73,79.8847,24.0,11.4,1.98,safe,0.0,0.0,43.0,7659.0,16000,3000.0,0.0,31864.0,164888.0,16489.0,148399.0,116535.0,0.785,2025-05-24,2025-05,274.0,293.0,178.0,17.48,29716.0,29.13,34956.0,5.83,8162.0,29.13,64086.0,34.96,27968.0,0.24036530253577706,0.5021340697966357,high_profit
2025,1758,OFRP,17,2,1,Negombo,7.209,79.835,7.1095,79.9522,19.1,7.8,0.9,safe,0.0,0.0,38.2,6995.0,24000,3000.0,0.0,39200.0,264039.0,26404.0,237635.0,198435.0,0.835,2025-01-19,2025-01,286.0,309.0,183.0,27.99,47583.0,46.65,55980.0,9.33,13062.0,46.65,102630.0,55.98,44784.0,0.1784438775510204,0.6122448979591837,high_profit
2025,2068,OFRP,23,2,6,Negombo,7.209,79.835,7.3489,80.0138,40.6,24.9,1.93,safe,0.0,0.0,35.0,6229.0,16000,3000.0,0.0,30435.0,137720.0,13772.0,123948.0,93513.0,0.754,2025-06-22,2025-06,274.0,293.0,178.0,14.6,24820.0,24.33,29196.0,4.87,6818.0,24.33,53526.0,29.2,23360.0,0.20466568095942173,0.5257105306390668,high_profit
2025,1465,OFRP,31,1,3,Galle,6.1241,81.1185,6.003,81.1913,21.6,4.2,0.67,safe,0.0,0.0,21.2,3889.0,12000,3000.0,0.0,21491.0,270898.0,27090.0,243808.0,222317.0,0.912,2025-03-25,2025-03,286.0,309.0,183.0,28.72,48824.0,47.86,57432.0,9.57,13398.0,47.86,105292.0,57.44,45952.0,0.18095947140663535,0.5583732725326881,high_profit
2025,182,NTRB,0,1,12,Galle,6.1241,81.1185,6.1448,81.1142,4.3,12.2,1.11,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,14150.0,1415.0,12735.0,7675.0,0.603,2025-12-22,2025-12,277.0,294.0,180.0,1.5,2550.0,2.5,3000.0,0.5,700.0,2.5,5500.0,3.0,2400.0,0.0,0.7905138339920948,high_profit
2025,1016,IMUL,280,21,11,Hambantota,5.9549,80.5549,5.9,80.0441,554.5,5.3,1.41,safe,8859.1,0.0,0.0,2453972.0,756000,60000.0,0.0,3531753.0,17882133.0,1788213.0,16093920.0,12562167.0,0.781,2025-11-21,2025-11,277.0,294.0,180.0,6449.29,10963793.0,2931.5,3517800.0,1172.6,1641640.0,586.3,1289860.0,586.3,469040.0,0.6948311504230336,0.21405800462263358,high_profit
2025,1926,IMUL,110,14,11,Kankesanthurai,9.6615,80.0104,7.9406,81.9,369.1,7.7,0.78,safe,2073.9,0.0,0.0,574460.0,504000,60000.0,0.0,1312980.0,15980886.0,1598089.0,14382797.0,13069817.0,0.909,2025-11-16,2025-11,277.0,294.0,180.0,5763.6,9798120.0,2619.82,3143784.0,1047.93,1467102.0,523.96,1152712.0,523.96,419168.0,0.4375238008195098,0.3838596170543344,high_profit
